week_start,area,rainfall_mm,rainfall_lag1,rainfall_lag2,rainfall_lag3,rainfall_lag4,dengue_cases
2024-11-18,Bukit Panjang,153.9,273.6,216.4,121.9,179.0,20
2024-11-25,Bukit Panjang,300.8,153.9,273.6,216.4,121.9,13
2024-12-02,Bukit Panjang,150.3,300.8,153.9,273.6,216.4,19
2024-12-09,Bukit Panjang,204.1,150.3,300.8,153.9,273.6,25
2024-12-16,Bukit Panjang,214.8,204.1,150.3,300.8,153.9,27
2024-12-23,Bukit Panjang,184.4,214.8,204.1,150.3,300.8,25
2022-01-03,Clementi,170.0,,,,,4
2022-01-10,Clementi,149.1,170.0,,,,7
2022-01-17,Clementi,102.6,149.1,170.0,,,8
2022-01-24,Clementi,175.8,102.6,149.1,170.0,,7
2022-01-31,Clementi,168.2,175.8,102.6,149.1,170.0,6
2022-02-07,Clementi,148.6,168.2,175.8,102.6,149.1,7
2022-02-14,Clementi,102.4,148.6,168.2,175.8,102.6,15
2022-02-21,Clementi,108.5,102.4,148.6,168.2,175.8,8
2022-02-28,Clementi,129.0,108.5,102.4,148.6,168.2,10
2022-03-07,Clementi,93.1,129.0,108.5,102.4,148.6,10
2022-03-14,Clementi,138.7,93.1,129.0,108.5,102.4,10
2022-03-21,Clementi,155.5,138.7,93.1,129.0,108.5,16
2022-03-28,Clementi,118.7,155.5,138.7,93.1,129.0,13
2022-04-04,Clementi,166.4,118.7,155.5,138.7,93.1,10
2022-04-11,Clementi,188.2,166.4,118.7,155.5,138.7,12
2022-04-18,Clementi,141.5,188.2,166.4,118.7,155.5,7
2022-04-25,Clementi,157.1,141.5,188.2,166.4,118.7,9
2022-05-02,Clementi,102.3,157.1,141.5,188.2,166.4,10
2022-05-09,Clementi,124.5,102.3,157.1,141.5,188.2,9
2022-05-16,Clementi,156.4,124.5,102.3,157.1,141.5,14
2022-05-23,Clementi,143.4,156.4,124.5,102.3,157.1,10
2022-05-30,Clementi,144.5,143.4,156.4,124.5,102.3,7
2022-06-06,Clementi,109.5,144.5,143.4,156.4,124.5,11
2022-06-13,Clementi,85.1,109.5,144.5,143.4,156.4,8
2022-06-20,Clementi,107.9,85.1,109.5,144.5,143.4,11
2022-06-27,Clementi,84.9,107.9,85.1,109.5,144.5,6
2022-07-04,Clementi,98.3,84.9,107.9,85.1,109.5,6
2022-07-11,Clementi,100.8,98.3,84.9,107.9,85.1,5
2022-07-18,Clementi,132.4,100.8,98.3,84.9,107.9,2
2022-07-25,Clementi,130.9,132.4,100.8,98.3,84.9,3
2022-08-01,Clementi,66.1,130.9,132.4,100.8,98.3,10
2022-08-08,Clementi,143.4,66.1,130.9,132.4,100.8,6
2022-08-15,Clementi,117.7,143.4,66.1,130.9,132.4,0
2022-08-22,Clementi,115.4,117.7,143.4,66.1,130.9,4
2022-08-29,Clementi,114.8,115.4,117.7,143.4,66.1,10
2022-09-05,Clementi,162.4,114.8,115.4,117.7,143.4,1
2022-09-12,Clementi,165.5,162.4,114.8,115.4,117.7,7
2022-09-19,Clementi,148.9,165.5,162.4,114.8,115.4,7
2022-09-26,Clementi,188.5,148.9,165.5,162.4,114.8,14
2022-10-03,Clementi,116.7,188.5,148.9,165.5,162.4,9
2022-10-10,Clementi,94.1,116.7,188.5,148.9,165.5,10
2022-10-17,Clementi,201.2,94.1,116.7,188.5,148.9,12
2022-10-24,Clementi,162.3,201.2,94.1,116.7,188.5,4
2022-10-31,Clementi,121.9,162.3,201.2,94.1,116.7,7
2022-11-07,Clementi,218.0,121.9,162.3,201.2,94.1,6
2022-11-14,Clementi,214.0,218.0,121.9,162.3,201.2,12
2022-11-21,Clementi,118.4,214.0,218.0,121.9,162.3,10
2022-11-28,Clementi,163.8,118.4,214.0,218.0,121.9,13
2022-12-05,Clementi,147.7,163.8,118.4,214.0,218.0,10
2022-12-12,Clementi,234.7,147.7,163.8,118.4,214.0,9
2022-12-19,Clementi,117.5,234.7,147.7,163.8,118.4,14
2022-12-26,Clementi,154.8,117.5,234.7,147.7,163.8,6
2023-01-02,Clementi,225.9,154.8,117.5,234.7,147.7,8
2023-01-09,Clementi,194.5,225.9,154.8,117.5,234.7,18
2023-01-16,Clementi,172.7,194.5,225.9,154.8,117.5,15
2023-01-23,Clementi,278.8,172.7,194.5,225.9,154.8,13
2023-01-30,Clementi,231.4,278.8,172.7,194.5,225.9,12
2023-02-06,Clementi,117.9,231.4,278.8,172.7,194.5,10
2023-02-13,Clementi,177.6,117.9,231.4,278.8,172.7,10
2023-02-20,Clementi,153.0,177.6,117.9,231.4,278.8,12
2023-02-27,Clementi,169.5,153.0,177.6,117.9,231.4,10
2023-03-06,Clementi,134.1,169.5,153.0,177.6,117.9,6
2023-03-13,Clementi,150.5,134.1,169.5,153.0,177.6,8
2023-03-20,Clementi,159.3,150.5,134.1,169.5,153.0,8
2023-03-27,Clementi,123.9,159.3,150.5,134.1,169.5,5
2023-04-03,Clementi,189.8,123.9,159.3,150.5,134.1,15
2023-04-10,Clementi,154.3,189.8,123.9,159.3,150.5,8
2023-04-17,Clementi,153.1,154.3,189.8,123.9,159.3,10
2023-04-24,Clementi,101.4,153.1,154.3,189.8,123.9,14
2023-05-01,Clementi,144.2,101.4,153.1,154.3,189.8,10
2023-05-08,Clementi,196.8,144.2,101.4,153.1,154.3,11
2023-05-15,Clementi,227.7,196.8,144.2,101.4,153.1,11
2023-05-22,Clementi,150.8,227.7,196.8,144.2,101.4,13
2023-05-29,Clementi,110.1,150.8,227.7,196.8,144.2,20
2023-06-05,Clementi,94.9,110.1,150.8,227.7,196.8,18
2023-06-12,Clementi,117.1,94.9,110.1,150.8,227.7,15
2023-06-19,Clementi,113.0,117.1,94.9,110.1,150.8,11
2023-06-26,Clementi,104.8,113.0,117.1,94.9,110.1,3
2023-07-03,Clementi,65.7,104.8,113.0,117.1,94.9,6
2023-07-10,Clementi,132.5,65.7,104.8,113.0,117.1,3
2023-07-17,Clementi,77.8,132.5,65.7,104.8,113.0,12
2023-07-24,Clementi,51.9,77.8,132.5,65.7,104.8,8
2023-07-31,Clementi,120.3,51.9,77.8,132.5,65.7,8
2023-08-07,Clementi,134.6,120.3,51.9,77.8,132.5,3
2023-08-14,Clementi,110.9,134.6,120.3,51.9,77.8,9
2023-08-21,Clementi,120.0,110.9,134.6,120.3,51.9,6
2023-08-28,Clementi,86.9,120.0,110.9,134.6,120.3,3
2023-09-04,Clementi,86.5,86.9,120.0,110.9,134.6,12
2023-09-11,Clementi,94.0,86.5,86.9,120.0,110.9,9
2023-09-18,Clementi,113.0,94.0,86.5,86.9,120.0,5
2023-09-25,Clementi,204.0,113.0,94.0,86.5,86.9,7
2023-10-02,Clementi,168.2,204.0,113.0,94.0,86.5,9
2023-10-09,Clementi,182.8,168.2,204.0,113.0,94.0,10
2023-10-16,Clementi,188.2,182.8,168.2,204.0,113.0,15
2023-10-23,Clementi,141.5,188.2,182.8,168.2,204.0,11
2023-10-30,Clementi,174.0,141.5,188.2,182.8,168.2,10
2023-11-06,Clementi,206.8,174.0,141.5,188.2,182.8,6
2023-11-13,Clementi,221.0,206.8,174.0,141.5,188.2,16
2023-11-20,Clementi,258.6,221.0,206.8,174.0,141.5,7
2023-11-27,Clementi,259.8,258.6,221.0,206.8,174.0,9
2023-12-04,Clementi,196.6,259.8,258.6,221.0,206.8,7
2023-12-11,Clementi,222.4,196.6,259.8,258.6,221.0,11
2023-12-18,Clementi,214.4,222.4,196.6,259.8,258.6,20
2023-12-25,Clementi,244.8,214.4,222.4,196.6,259.8,15
2024-01-01,Clementi,186.8,244.8,214.4,222.4,196.6,22
2024-01-08,Clementi,210.3,186.8,244.8,214.4,222.4,17
2024-01-15,Clementi,203.1,210.3,186.8,244.8,214.4,11
2024-01-22,Clementi,265.7,203.1,210.3,186.8,244.8,14
2024-01-29,Clementi,204.6,265.7,203.1,210.3,186.8,12
2024-02-05,Clementi,196.2,204.6,265.7,203.1,210.3,16
2024-02-12,Clementi,134.1,196.2,204.6,265.7,203.1,17
2024-02-19,Clementi,155.0,134.1,196.2,204.6,265.7,7
2024-02-26,Clementi,155.9,155.0,134.1,196.2,204.6,12
2024-03-04,Clementi,171.3,155.9,155.0,134.1,196.2,12
2024-03-11,Clementi,164.5,171.3,155.9,155.0,134.1,6
2024-03-18,Clementi,80.3,164.5,171.3,155.9,155.0,11
2024-03-25,Clementi,201.0,80.3,164.5,171.3,155.9,19
2024-04-01,Clementi,166.4,201.0,80.3,164.5,171.3,6
2024-04-08,Clementi,162.0,166.4,201.0,80.3,164.5,10
2024-04-15,Clementi,139.8,162.0,166.4,201.0,80.3,6
2024-04-22,Clementi,121.5,139.8,162.0,166.4,201.0,11
2024-04-29,Clementi,148.4,121.5,139.8,162.0,166.4,11
2024-05-06,Clementi,148.2,148.4,121.5,139.8,162.0,6
2024-05-13,Clementi,199.0,148.2,148.4,121.5,139.8,12
2024-05-20,Clementi,128.5,199.0,148.2,148.4,121.5,9
2024-05-27,Clementi,147.3,128.5,199.0,148.2,148.4,14
2024-06-03,Clementi,89.9,147.3,128.5,199.0,148.2,6
2024-06-10,Clementi,106.9,89.9,147.3,128.5,199.0,9
2024-06-17,Clementi,112.7,106.9,89.9,147.3,128.5,10
2024-06-24,Clementi,127.8,112.7,106.9,89.9,147.3,6
2024-07-01,Clementi,93.9,127.8,112.7,106.9,89.9,8
2024-07-08,Clementi,28.5,93.9,127.8,112.7,106.9,1
2024-07-15,Clementi,82.1,28.5,93.9,127.8,112.7,8
2024-07-22,Clementi,174.4,82.1,28.5,93.9,127.8,11
2024-07-29,Clementi,67.5,174.4,82.1,28.5,93.9,2
2024-08-05,Clementi,104.4,67.5,174.4,82.1,28.5,8
2024-08-12,Clementi,196.0,104.4,67.5,174.4,82.1,4
2024-08-19,Clementi,83.5,196.0,104.4,67.5,174.4,3
2024-08-26,Clementi,83.2,83.5,196.0,104.4,67.5,5
2024-09-02,Clementi,115.7,83.2,83.5,196.0,104.4,1
2024-09-09,Clementi,149.6,115.7,83.2,83.5,196.0,5
2024-09-16,Clementi,106.2,149.6,115.7,83.2,83.5,4
2024-09-23,Clementi,128.7,106.2,149.6,115.7,83.2,7
2024-09-30,Clementi,134.4,128.7,106.2,149.6,115.7,8
2024-10-07,Clementi,148.5,134.4,128.7,106.2,149.6,3
2024-10-14,Clementi,139.8,148.5,134.4,128.7,106.2,6
2024-10-21,Clementi,128.0,139.8,148.5,134.4,128.7,4
2024-10-28,Clementi,103.4,128.0,139.8,148.5,134.4,8
2024-11-04,Clementi,152.2,103.4,128.0,139.8,148.5,6
2024-11-11,Clementi,249.3,152.2,103.4,128.0,139.8,12
2024-11-18,Clementi,123.2,249.3,152.2,103.4,128.0,2
2024-11-25,Clementi,247.3,123.2,249.3,152.2,103.4,16
2024-12-02,Clementi,125.2,247.3,123.2,249.3,152.2,11
2024-12-09,Clementi,167.3,125.2,247.3,123.2,249.3,14
2024-12-16,Clementi,148.2,167.3,125.2,247.3,123.2,16
2024-12-23,Clementi,131.4,148.2,167.3,125.2,247.3,10
2022-01-03,Geylang,198.0,,,,,3
2022-01-10,Geylang,133.7,198.0,,,,3
2022-01-17,Geylang,180.4,133.7,198.0,,,1
2022-01-24,Geylang,164.1,180.4,133.7,198.0,,1
2022-01-31,Geylang,251.3,164.1,180.4,133.7,198.0,9
2022-02-07,Geylang,189.6,251.3,164.1,180.4,133.7,10
2022-02-14,Geylang,133.7,189.6,251.3,164.1,180.4,10
2022-02-21,Geylang,190.1,133.7,189.6,251.3,164.1,21
2022-02-28,Geylang,204.5,190.1,133.7,189.6,251.3,11
2022-03-07,Geylang,88.0,204.5,190.1,133.7,189.6,8
2022-03-14,Geylang,189.6,88.0,204.5,190.1,133.7,15
2022-03-21,Geylang,176.2,189.6,88.0,204.5,190.1,11
2022-03-28,Geylang,159.8,176.2,189.6,88.0,204.5,16
2022-04-04,Geylang,180.9,159.8,176.2,189.6,88.0,11
2022-04-11,Geylang,239.9,180.9,159.8,176.2,189.6,7
2022-04-18,Geylang,209.0,239.9,180.9,159.8,176.2,15
2022-04-25,Geylang,162.9,209.0,239.9,180.9,159.8,12
2022-05-02,Geylang,109.5,162.9,209.0,239.9,180.9,15
2022-05-09,Geylang,156.8,109.5,162.9,209.0,239.9,15
2022-05-16,Geylang,170.5,156.8,109.5,162.9,209.0,7
2022-05-23,Geylang,175.0,170.5,156.8,109.5,162.9,7
2022-05-30,Geylang,212.3,175.0,170.5,156.8,109.5,9
2022-06-06,Geylang,135.8,212.3,175.0,170.5,156.8,9
2022-06-13,Geylang,159.7,135.8,212.3,175.0,170.5,4
2022-06-20,Geylang,115.8,159.7,135.8,212.3,175.0,10
2022-06-27,Geylang,121.9,115.8,159.7,135.8,212.3,3
2022-07-04,Geylang,133.0,121.9,115.8,159.7,135.8,5
2022-07-11,Geylang,80.5,133.0,121.9,115.8,159.7,3
2022-07-18,Geylang,84.9,80.5,133.0,121.9,115.8,6
2022-07-25,Geylang,171.6,84.9,80.5,133.0,121.9,6
2022-08-01,Geylang,92.1,171.6,84.9,80.5,133.0,5
2022-08-08,Geylang,165.0,92.1,171.6,84.9,80.5,9
2022-08-15,Geylang,125.3,165.0,92.1,171.6,84.9,7
2022-08-22,Geylang,109.9,125.3,165.0,92.1,171.6,4
2022-08-29,Geylang,160.4,109.9,125.3,165.0,92.1,8
2022-09-05,Geylang,201.8,160.4,109.9,125.3,165.0,0
2022-09-12,Geylang,185.6,201.8,160.4,109.9,125.3,4
2022-09-19,Geylang,216.2,185.6,201.8,160.4,109.9,9
2022-09-26,Geylang,226.1,216.2,185.6,201.8,160.4,2
2022-10-03,Geylang,161.4,226.1,216.2,185.6,201.8,2
2022-10-10,Geylang,147.9,161.4,226.1,216.2,185.6,7
2022-10-17,Geylang,243.5,147.9,161.4,226.1,216.2,11
2022-10-24,Geylang,218.6,243.5,147.9,161.4,226.1,4
2022-10-31,Geylang,144.9,218.6,243.5,147.9,161.4,8
2022-11-07,Geylang,231.2,144.9,218.6,243.5,147.9,10
2022-11-14,Geylang,280.4,231.2,144.9,218.6,243.5,5
2022-11-21,Geylang,181.3,280.4,231.2,144.9,218.6,7
2022-11-28,Geylang,142.1,181.3,280.4,231.2,144.9,6
2022-12-05,Geylang,138.4,142.1,181.3,280.4,231.2,4
2022-12-12,Geylang,266.0,138.4,142.1,181.3,280.4,8
2022-12-19,Geylang,143.5,266.0,138.4,142.1,181.3,5
2022-12-26,Geylang,178.5,143.5,266.0,138.4,142.1,9
2023-01-02,Geylang,320.5,178.5,143.5,266.0,138.4,18
2023-01-09,Geylang,267.0,320.5,178.5,143.5,266.0,11
2023-01-16,Geylang,215.1,267.0,320.5,178.5,143.5,11
2023-01-23,Geylang,269.0,215.1,267.0,320.5,178.5,7
2023-01-30,Geylang,287.9,269.0,215.1,267.0,320.5,7
2023-02-06,Geylang,149.6,287.9,269.0,215.1,267.0,18
2023-02-13,Geylang,181.2,149.6,287.9,269.0,215.1,18
2023-02-20,Geylang,195.0,181.2,149.6,287.9,269.0,7
2023-02-27,Geylang,162.7,195.0,181.2,149.6,287.9,9
2023-03-06,Geylang,121.3,162.7,195.0,181.2,149.6,13
2023-03-13,Geylang,181.2,121.3,162.7,195.0,181.2,17
2023-03-20,Geylang,251.9,181.2,121.3,162.7,195.0,8
2023-03-27,Geylang,162.1,251.9,181.2,121.3,162.7,8
2023-04-03,Geylang,191.1,162.1,251.9,181.2,121.3,10
2023-04-10,Geylang,185.3,191.1,162.1,251.9,181.2,6
2023-04-17,Geylang,181.0,185.3,191.1,162.1,251.9,12
2023-04-24,Geylang,169.7,181.0,185.3,191.1,162.1,7
2023-05-01,Geylang,154.6,169.7,181.0,185.3,191.1,8
2023-05-08,Geylang,223.5,154.6,169.7,181.0,185.3,7
2023-05-15,Geylang,216.4,223.5,154.6,169.7,181.0,10
2023-05-22,Geylang,167.3,216.4,223.5,154.6,169.7,5
2023-05-29,Geylang,168.3,167.3,216.4,223.5,154.6,14
2023-06-05,Geylang,174.7,168.3,167.3,216.4,223.5,7
2023-06-12,Geylang,162.7,174.7,168.3,167.3,216.4,11
2023-06-19,Geylang,141.7,162.7,174.7,168.3,167.3,9
2023-06-26,Geylang,179.8,141.7,162.7,174.7,168.3,6
2023-07-03,Geylang,96.1,179.8,141.7,162.7,174.7,6
2023-07-10,Geylang,153.7,96.1,179.8,141.7,162.7,5
2023-07-17,Geylang,104.3,153.7,96.1,179.8,141.7,4
2023-07-24,Geylang,137.7,104.3,153.7,96.1,179.8,3
2023-07-31,Geylang,134.6,137.7,104.3,153.7,96.1,3
2023-08-07,Geylang,154.9,134.6,137.7,104.3,153.7,6
2023-08-14,Geylang,79.3,154.9,134.6,137.7,104.3,8
2023-08-21,Geylang,133.1,79.3,154.9,134.6,137.7,4
2023-08-28,Geylang,91.9,133.1,79.3,154.9,134.6,6
2023-09-04,Geylang,145.3,91.9,133.1,79.3,154.9,2
2023-09-11,Geylang,89.3,145.3,91.9,133.1,79.3,5
2023-09-18,Geylang,113.4,89.3,145.3,91.9,133.1,4
2023-09-25,Geylang,218.9,113.4,89.3,145.3,91.9,6
2023-10-02,Geylang,182.7,218.9,113.4,89.3,145.3,5
2023-10-09,Geylang,195.3,182.7,218.9,113.4,89.3,1
2023-10-16,Geylang,247.1,195.3,182.7,218.9,113.4,13
2023-10-23,Geylang,175.3,247.1,195.3,182.7,218.9,5
2023-10-30,Geylang,213.8,175.3,247.1,195.3,182.7,11
2023-11-06,Geylang,198.4,213.8,175.3,247.1,195.3,10
2023-11-13,Geylang,248.8,198.4,213.8,175.3,247.1,6
2023-11-20,Geylang,289.9,248.8,198.4,213.8,175.3,6
2023-11-27,Geylang,247.1,289.9,248.8,198.4,213.8,17
2023-12-04,Geylang,296.4,247.1,289.9,248.8,198.4,10
2023-12-11,Geylang,269.5,296.4,247.1,289.9,248.8,11
2023-12-18,Geylang,287.1,269.5,296.4,247.1,289.9,9
2023-12-25,Geylang,253.4,287.1,269.5,296.4,247.1,3
2024-01-01,Geylang,211.5,253.4,287.1,269.5,296.4,10
2024-01-08,Geylang,283.6,211.5,253.4,287.1,269.5,12
2024-01-15,Geylang,280.6,283.6,211.5,253.4,287.1,12
2024-01-22,Geylang,311.2,280.6,283.6,211.5,253.4,12
2024-01-29,Geylang,260.2,311.2,280.6,283.6,211.5,11
2024-02-05,Geylang,176.1,260.2,311.2,280.6,283.6,21
2024-02-12,Geylang,142.9,176.1,260.2,311.2,280.6,11
2024-02-19,Geylang,151.1,142.9,176.1,260.2,311.2,7
2024-02-26,Geylang,205.8,151.1,142.9,176.1,260.2,13
2024-03-04,Geylang,161.6,205.8,151.1,142.9,176.1,9
2024-03-11,Geylang,232.9,161.6,205.8,151.1,142.9,9
2024-03-18,Geylang,106.8,232.9,161.6,205.8,151.1,9
2024-03-25,Geylang,201.0,106.8,232.9,161.6,205.8,7
2024-04-01,Geylang,207.1,201.0,106.8,232.9,161.6,10
2024-04-08,Geylang,203.0,207.1,201.0,106.8,232.9,6
2024-04-15,Geylang,185.9,203.0,207.1,201.0,106.8,8
2024-04-22,Geylang,176.6,185.9,203.0,207.1,201.0,18
2024-04-29,Geylang,181.5,176.6,185.9,203.0,207.1,9
2024-05-06,Geylang,182.2,181.5,176.6,185.9,203.0,10
2024-05-13,Geylang,291.3,182.2,181.5,176.6,185.9,8
2024-05-20,Geylang,144.8,291.3,182.2,181.5,176.6,13
2024-05-27,Geylang,165.8,144.8,291.3,182.2,181.5,21
2024-06-03,Geylang,94.4,165.8,144.8,291.3,182.2,8
2024-06-10,Geylang,114.6,94.4,165.8,144.8,291.3,6
2024-06-17,Geylang,104.2,114.6,94.4,165.8,144.8,5
2024-06-24,Geylang,121.9,104.2,114.6,94.4,165.8,2
2024-07-01,Geylang,119.9,121.9,104.2,114.6,94.4,10
2024-07-08,Geylang,102.9,119.9,121.9,104.2,114.6,8
2024-07-15,Geylang,119.7,102.9,119.9,121.9,104.2,3
2024-07-22,Geylang,181.6,119.7,102.9,119.9,121.9,2
2024-07-29,Geylang,110.8,181.6,119.7,102.9,119.9,6
2024-08-05,Geylang,140.0,110.8,181.6,119.7,102.9,4
2024-08-12,Geylang,181.6,140.0,110.8,181.6,119.7,9
2024-08-19,Geylang,111.1,181.6,140.0,110.8,181.6,5
2024-08-26,Geylang,42.4,111.1,181.6,140.0,110.8,4
2024-09-02,Geylang,72.6,42.4,111.1,181.6,140.0,6
2024-09-09,Geylang,202.3,72.6,42.4,111.1,181.6,3
2024-09-16,Geylang,149.4,202.3,72.6,42.4,111.1,1
2024-09-23,Geylang,200.0,149.4,202.3,72.6,42.4,1
2024-09-30,Geylang,167.4,200.0,149.4,202.3,72.6,5
2024-10-07,Geylang,181.2,167.4,200.0,149.4,202.3,6
2024-10-14,Geylang,102.5,181.2,167.4,200.0,149.4,3
2024-10-21,Geylang,174.7,102.5,181.2,167.4,200.0,8
2024-10-28,Geylang,118.6,174.7,102.5,181.2,167.4,3
2024-11-04,Geylang,230.5,118.6,174.7,102.5,181.2,8
2024-11-11,Geylang,323.9,230.5,118.6,174.7,102.5,3
2024-11-18,Geylang,146.7,323.9,230.5,118.6,174.7,10
2024-11-25,Geylang,298.6,146.7,323.9,230.5,118.6,11
2024-12-02,Geylang,140.5,298.6,146.7,323.9,230.5,7
2024-12-09,Geylang,204.3,140.5,298.6,146.7,323.9,8
2024-12-16,Geylang,199.2,204.3,140.5,298.6,146.7,3
2024-12-23,Geylang,153.4,199.2,204.3,140.5,298.6,1
2022-01-03,Hougang,131.3,,,,,3
2022-01-10,Hougang,120.0,131.3,,,,4
2022-01-17,Hougang,130.7,120.0,131.3,,,4
2022-01-24,Hougang,131.7,130.7,120.0,131.3,,7
2022-01-31,Hougang,188.9,131.7,130.7,120.0,131.3,8
2022-02-07,Hougang,172.3,188.9,131.7,130.7,120.0,6
2022-02-14,Hougang,102.4,172.3,188.9,131.7,130.7,20
2022-02-21,Hougang,127.6,102.4,172.3,188.9,131.7,13
2022-02-28,Hougang,168.0,127.6,102.4,172.3,188.9,8
2022-03-07,Hougang,78.5,168.0,127.6,102.4,172.3,4
2022-03-14,Hougang,106.1,78.5,168.0,127.6,102.4,13
2022-03-21,Hougang,158.1,106.1,78.5,168.0,127.6,14
2022-03-28,Hougang,142.8,158.1,106.1,78.5,168.0,12
2022-04-04,Hougang,170.0,142.8,158.1,106.1,78.5,11
2022-04-11,Hougang,229.6,170.0,142.8,158.1,106.1,16
2022-04-18,Hougang,170.9,229.6,170.0,142.8,158.1,15
2022-04-25,Hougang,137.8,170.9,229.6,170.0,142.8,12
2022-05-02,Hougang,122.0,137.8,170.9,229.6,170.0,7
2022-05-09,Hougang,113.7,122.0,137.8,170.9,229.6,10
2022-05-16,Hougang,128.6,113.7,122.0,137.8,170.9,8
2022-05-23,Hougang,143.2,128.6,113.7,122.0,137.8,7
2022-05-30,Hougang,184.3,143.2,128.6,113.7,122.0,6
2022-06-06,Hougang,101.3,184.3,143.2,128.6,113.7,11
2022-06-13,Hougang,122.7,101.3,184.3,143.2,128.6,9
2022-06-20,Hougang,48.4,122.7,101.3,184.3,143.2,7
2022-06-27,Hougang,50.9,48.4,122.7,101.3,184.3,14
2022-07-04,Hougang,115.6,50.9,48.4,122.7,101.3,10
2022-07-11,Hougang,76.9,115.6,50.9,48.4,122.7,4
2022-07-18,Hougang,73.6,76.9,115.6,50.9,48.4,13
2022-07-25,Hougang,155.4,73.6,76.9,115.6,50.9,4
2022-08-01,Hougang,77.6,155.4,73.6,76.9,115.6,13
2022-08-08,Hougang,141.8,77.6,155.4,73.6,76.9,3
2022-08-15,Hougang,74.5,141.8,77.6,155.4,73.6,3
2022-08-22,Hougang,95.8,74.5,141.8,77.6,155.4,5
2022-08-29,Hougang,125.9,95.8,74.5,141.8,77.6,8
2022-09-05,Hougang,168.7,125.9,95.8,74.5,141.8,2
2022-09-12,Hougang,180.7,168.7,125.9,95.8,74.5,4
2022-09-19,Hougang,176.2,180.7,168.7,125.9,95.8,12
2022-09-26,Hougang,162.4,176.2,180.7,168.7,125.9,5
2022-10-03,Hougang,137.5,162.4,176.2,180.7,168.7,10
2022-10-10,Hougang,109.2,137.5,162.4,176.2,180.7,18
2022-10-17,Hougang,185.7,109.2,137.5,162.4,176.2,15
2022-10-24,Hougang,122.6,185.7,109.2,137.5,162.4,10
2022-10-31,Hougang,136.2,122.6,185.7,109.2,137.5,8
2022-11-07,Hougang,209.7,136.2,122.6,185.7,109.2,7
2022-11-14,Hougang,245.1,209.7,136.2,122.6,185.7,6
2022-11-21,Hougang,166.4,245.1,209.7,136.2,122.6,12
2022-11-28,Hougang,127.2,166.4,245.1,209.7,136.2,14
2022-12-05,Hougang,162.3,127.2,166.4,245.1,209.7,6
2022-12-12,Hougang,246.9,162.3,127.2,166.4,245.1,10
2022-12-19,Hougang,156.4,246.9,162.3,127.2,166.4,11
2022-12-26,Hougang,168.0,156.4,246.9,162.3,127.2,10
2023-01-02,Hougang,250.4,168.0,156.4,246.9,162.3,19
2023-01-09,Hougang,204.0,250.4,168.0,156.4,246.9,7
2023-01-16,Hougang,199.9,204.0,250.4,168.0,156.4,16
2023-01-23,Hougang,253.1,199.9,204.0,250.4,168.0,18
2023-01-30,Hougang,196.7,253.1,199.9,204.0,250.4,12
2023-02-06,Hougang,130.2,196.7,253.1,199.9,204.0,17
2023-02-13,Hougang,149.6,130.2,196.7,253.1,199.9,11
2023-02-20,Hougang,187.2,149.6,130.2,196.7,253.1,18
2023-02-27,Hougang,167.8,187.2,149.6,130.2,196.7,20
2023-03-06,Hougang,139.2,167.8,187.2,149.6,130.2,20
2023-03-13,Hougang,163.2,139.2,167.8,187.2,149.6,10
2023-03-20,Hougang,179.1,163.2,139.2,167.8,187.2,13
2023-03-27,Hougang,125.8,179.1,163.2,139.2,167.8,11
2023-04-03,Hougang,210.8,125.8,179.1,163.2,139.2,7
2023-04-10,Hougang,109.0,210.8,125.8,179.1,163.2,8
2023-04-17,Hougang,151.8,109.0,210.8,125.8,179.1,11
2023-04-24,Hougang,162.3,151.8,109.0,210.8,125.8,5
2023-05-01,Hougang,150.2,162.3,151.8,109.0,210.8,9
2023-05-08,Hougang,182.7,150.2,162.3,151.8,109.0,21
2023-05-15,Hougang,188.9,182.7,150.2,162.3,151.8,9
2023-05-22,Hougang,129.3,188.9,182.7,150.2,162.3,19
2023-05-29,Hougang,150.7,129.3,188.9,182.7,150.2,14
2023-06-05,Hougang,152.7,150.7,129.3,188.9,182.7,3
2023-06-12,Hougang,150.9,152.7,150.7,129.3,188.9,8
2023-06-19,Hougang,121.0,150.9,152.7,150.7,129.3,6
2023-06-26,Hougang,179.2,121.0,150.9,152.7,150.7,13
2023-07-03,Hougang,108.5,179.2,121.0,150.9,152.7,7
2023-07-10,Hougang,141.1,108.5,179.2,121.0,150.9,15
2023-07-17,Hougang,68.8,141.1,108.5,179.2,121.0,13
2023-07-24,Hougang,149.6,68.8,141.1,108.5,179.2,16
2023-07-31,Hougang,141.8,149.6,68.8,141.1,108.5,12
2023-08-07,Hougang,138.9,141.8,149.6,68.8,141.1,4
2023-08-14,Hougang,121.4,138.9,141.8,149.6,68.8,7
2023-08-21,Hougang,126.0,121.4,138.9,141.8,149.6,11
2023-08-28,Hougang,72.9,126.0,121.4,138.9,141.8,10
2023-09-04,Hougang,160.5,72.9,126.0,121.4,138.9,7
2023-09-11,Hougang,77.6,160.5,72.9,126.0,121.4,3
2023-09-18,Hougang,86.2,77.6,160.5,72.9,126.0,1
2023-09-25,Hougang,218.7,86.2,77.6,160.5,72.9,4
2023-10-02,Hougang,149.6,218.7,86.2,77.6,160.5,6
2023-10-09,Hougang,186.5,149.6,218.7,86.2,77.6,10
2023-10-16,Hougang,180.9,186.5,149.6,218.7,86.2,12
