week_start,area,rainfall_mm,rainfall_lag1,rainfall_lag2,rainfall_lag3,rainfall_lag4,dengue_cases,rainfall_roll2w,rainfall_roll4w,rainfall_roll4w_sum,week_of_year,sin_week,cos_week,cases_lag1
2022-12-19,Bishan,195.2,305.4,194.7,160.3,205.7,10,250.29999999999995,213.89999999999998,855.5999999999999,51,-0.12053668025532363,0.992708874098054,8.0
2022-12-26,Bishan,234.8,195.2,305.4,194.7,160.3,18,214.99999999999997,232.52499999999998,930.0999999999999,52,6.432490598706546e-16,1.0,10.0
2023-01-02,Bishan,295.3,234.8,195.2,305.4,194.7,21,265.04999999999995,257.67499999999995,1030.6999999999998,1,0.12053668025532305,0.992708874098054,18.0
2023-01-09,Bishan,222.1,295.3,234.8,195.2,305.4,15,258.7,236.85000000000002,947.4000000000001,2,0.23931566428755774,0.970941817426052,21.0
2023-01-16,Bishan,241.2,222.1,295.3,234.8,195.2,13,231.64999999999998,248.35,993.4,3,0.3546048870425356,0.9350162426854148,15.0
2023-01-23,Bishan,279.7,241.2,222.1,295.3,234.8,19,260.44999999999993,259.575,1038.3,4,0.4647231720437685,0.8854560256532099,13.0
2023-01-30,Bishan,277.3,279.7,241.2,222.1,295.3,18,278.49999999999994,255.075,1020.3,5,0.5680647467311558,0.8229838658936564,19.0
2023-02-06,Bishan,179.5,277.3,279.7,241.2,222.1,18,228.39999999999995,244.425,977.7,6,0.6631226582407952,0.7485107481711011,18.0
2023-02-13,Bishan,221.2,179.5,277.3,279.7,241.2,19,200.34999999999994,239.425,957.7,7,0.7485107481711011,0.6631226582407953,18.0
2023-02-20,Bishan,195.8,221.2,179.5,277.3,279.7,11,208.49999999999994,218.45,873.8,8,0.8229838658936564,0.5680647467311559,19.0
2023-02-27,Bishan,169.8,195.8,221.2,179.5,277.3,14,182.79999999999995,191.57500000000002,766.3000000000001,9,0.8854560256532099,0.4647231720437686,11.0
2023-03-06,Bishan,200.3,169.8,195.8,221.2,179.5,20,185.04999999999995,196.77499999999998,787.0999999999999,10,0.9350162426854148,0.35460488704253557,14.0
2023-03-13,Bishan,187.8,200.3,169.8,195.8,221.2,13,194.04999999999995,188.425,753.7,11,0.970941817426052,0.23931566428755804,20.0
2023-03-20,Bishan,243.2,187.8,200.3,169.8,195.8,8,215.49999999999994,200.27500000000003,801.1000000000001,12,0.992708874098054,0.120536680255323,13.0
2023-03-27,Bishan,155.3,243.2,187.8,200.3,169.8,14,199.24999999999994,196.65,786.6,13,1.0,-1.6081226496766364e-16,8.0
2023-04-03,Bishan,203.8,155.3,243.2,187.8,200.3,16,179.54999999999995,197.52499999999998,790.0999999999999,14,0.992708874098054,-0.12053668025532288,14.0
2023-04-10,Bishan,173.0,203.8,155.3,243.2,187.8,8,188.39999999999995,193.825,775.3,15,0.9709418174260521,-0.2393156642875575,16.0
2023-04-17,Bishan,175.5,173.0,203.8,155.3,243.2,14,174.24999999999994,176.89999999999998,707.5999999999999,16,0.9350162426854148,-0.35460488704253545,8.0
2023-04-24,Bishan,163.4,175.5,173.0,203.8,155.3,12,169.44999999999993,178.925,715.7,17,0.8854560256532099,-0.4647231720437685,14.0
2023-05-01,Bishan,172.5,163.4,175.5,173.0,203.8,9,167.94999999999993,171.1,684.4,18,0.8229838658936565,-0.5680647467311557,12.0
2023-05-08,Bishan,259.8,172.5,163.4,175.5,173.0,12,216.14999999999998,192.8,771.2,19,0.7485107481711013,-0.663122658240795,9.0
2023-05-15,Bishan,229.8,259.8,172.5,163.4,175.5,12,244.79999999999998,206.375,825.5,20,0.6631226582407952,-0.7485107481711012,12.0
2023-05-22,Bishan,199.1,229.8,259.8,172.5,163.4,19,214.45,215.3,861.2,21,0.5680647467311558,-0.8229838658936564,12.0
2023-05-29,Bishan,221.9,199.1,229.8,259.8,172.5,25,210.49999999999997,227.65000000000003,910.6000000000001,22,0.46472317204376906,-0.8854560256532096,19.0
2023-06-05,Bishan,132.2,221.9,199.1,229.8,259.8,12,177.04999999999995,195.75,783.0,23,0.35460488704253584,-0.9350162426854147,25.0
2023-06-12,Bishan,130.9,132.2,221.9,199.1,229.8,8,131.54999999999995,171.025,684.1,24,0.23931566428755768,-0.970941817426052,12.0
2023-06-19,Bishan,120.3,130.9,132.2,221.9,199.1,14,125.59999999999997,151.32500000000002,605.3000000000001,25,0.12053668025532308,-0.992708874098054,8.0
2023-06-26,Bishan,171.1,120.3,130.9,132.2,221.9,11,145.7,138.625,554.5,26,-3.216245299353273e-16,-1.0,14.0
2023-07-03,Bishan,117.0,171.1,120.3,130.9,132.2,11,144.04999999999995,134.825,539.3,27,-0.12053668025532283,-0.992708874098054,11.0
2023-07-10,Bishan,210.7,117.0,171.1,120.3,130.9,11,163.84999999999997,154.775,619.1,28,-0.23931566428755743,-0.9709418174260521,11.0
2023-07-17,Bishan,91.8,210.7,117.0,171.1,120.3,8,151.24999999999997,147.65,590.6,29,-0.3546048870425356,-0.9350162426854148,11.0
2023-07-24,Bishan,140.3,91.8,210.7,117.0,171.1,8,116.04999999999998,139.95,559.8,30,-0.46472317204376806,-0.8854560256532101,8.0
2023-07-31,Bishan,174.9,140.3,91.8,210.7,117.0,10,157.59999999999997,154.425,617.7,31,-0.5680647467311556,-0.8229838658936565,8.0
2023-08-07,Bishan,157.8,174.9,140.3,91.8,210.7,15,166.34999999999997,141.20000000000002,564.8000000000001,32,-0.663122658240795,-0.7485107481711013,10.0
2023-08-14,Bishan,95.9,157.8,174.9,140.3,91.8,5,126.84999999999998,142.22500000000002,568.9000000000001,33,-0.7485107481711011,-0.6631226582407952,15.0
2023-08-21,Bishan,114.2,95.9,157.8,174.9,140.3,14,105.04999999999998,135.70000000000002,542.8000000000001,34,-0.8229838658936564,-0.5680647467311559,5.0
2023-08-28,Bishan,127.8,114.2,95.9,157.8,174.9,17,120.99999999999997,123.92500000000001,495.70000000000005,35,-0.8854560256532096,-0.4647231720437691,14.0
2023-09-04,Bishan,140.6,127.8,114.2,95.9,157.8,9,134.19999999999996,119.625,478.5,36,-0.9350162426854147,-0.3546048870425359,17.0
2023-09-11,Bishan,129.5,140.6,127.8,114.2,95.9,12,135.04999999999995,128.025,512.1,37,-0.970941817426052,-0.23931566428755774,9.0
2023-09-18,Bishan,163.5,129.5,140.6,127.8,114.2,11,146.5,140.35,561.4,38,-0.992708874098054,-0.12053668025532357,12.0
2023-09-25,Bishan,244.3,163.5,129.5,140.6,127.8,5,203.89999999999998,169.475,677.9,39,-1.0,-1.8369701987210297e-16,11.0
2023-10-02,Bishan,164.2,244.3,163.5,129.5,140.6,8,204.25,175.375,701.5,40,-0.992708874098054,0.1205366802553232,5.0
2023-10-09,Bishan,202.5,164.2,244.3,163.5,129.5,9,183.34999999999997,193.625,774.5,41,-0.9709418174260521,0.23931566428755738,8.0
2023-10-16,Bishan,210.5,202.5,164.2,244.3,163.5,13,206.5,205.375,821.5,42,-0.9350162426854148,0.35460488704253557,9.0
2023-10-23,Bishan,207.8,210.5,202.5,164.2,244.3,9,209.14999999999998,196.25,785.0,43,-0.8854560256532101,0.464723172043768,13.0
2023-10-30,Bishan,189.2,207.8,210.5,202.5,164.2,9,198.5,202.5,810.0,44,-0.822983865893657,0.5680647467311548,9.0
2023-11-06,Bishan,216.0,189.2,207.8,210.5,202.5,13,202.59999999999997,205.875,823.5,45,-0.7485107481711011,0.6631226582407952,9.0
2023-11-13,Bishan,255.0,216.0,189.2,207.8,210.5,12,235.5,217.0,868.0,46,-0.6631226582407955,0.7485107481711007,13.0
2023-11-20,Bishan,266.3,255.0,216.0,189.2,207.8,13,260.65,231.625,926.5,47,-0.5680647467311559,0.8229838658936564,12.0
2023-11-27,Bishan,245.7,266.3,255.0,216.0,189.2,9,255.99999999999997,245.75,983.0,48,-0.4647231720437684,0.88545602565321,13.0
2023-12-04,Bishan,276.5,245.7,266.3,255.0,216.0,9,261.09999999999997,260.875,1043.5,49,-0.35460488704253595,0.9350162426854147,9.0
2023-12-11,Bishan,295.3,276.5,245.7,266.3,255.0,16,285.9,270.95,1083.8,50,-0.2393156642875578,0.970941817426052,9.0
2023-12-18,Bishan,251.9,295.3,276.5,245.7,266.3,16,273.59999999999997,267.35,1069.4,51,-0.12053668025532363,0.992708874098054,16.0
2023-12-25,Bishan,283.5,251.9,295.3,276.5,245.7,11,267.69999999999993,276.79999999999995,1107.1999999999998,52,6.432490598706546e-16,1.0,16.0
2024-01-01,Bishan,195.8,283.5,251.9,295.3,276.5,17,239.64999999999998,256.625,1026.5,1,0.12053668025532305,0.992708874098054,11.0
2024-01-08,Bishan,320.1,195.8,283.5,251.9,295.3,15,257.95,262.825,1051.3,2,0.23931566428755774,0.970941817426052,17.0
2024-01-15,Bishan,248.3,320.1,195.8,283.5,251.9,18,284.2,261.925,1047.7,3,0.3546048870425356,0.9350162426854148,15.0
2024-01-22,Bishan,317.0,248.3,320.1,195.8,283.5,10,282.65,270.3,1081.2,4,0.4647231720437685,0.8854560256532099,18.0
2024-01-29,Bishan,231.4,317.0,248.3,320.1,195.8,15,274.2,279.20000000000005,1116.8000000000002,5,0.5680647467311558,0.8229838658936564,10.0
2024-02-05,Bishan,218.5,231.4,317.0,248.3,320.1,8,224.95,253.79999999999998,1015.1999999999999,6,0.6631226582407952,0.7485107481711011,15.0
2024-02-12,Bishan,174.1,218.5,231.4,317.0,248.3,17,196.29999999999995,235.25,941.0,7,0.7485107481711011,0.6631226582407953,8.0
2024-02-19,Bishan,165.2,174.1,218.5,231.4,317.0,10,169.64999999999998,197.3,789.2,8,0.8229838658936564,0.5680647467311559,17.0
2024-02-26,Bishan,190.8,165.2,174.1,218.5,231.4,22,177.99999999999997,187.15,748.6,9,0.8854560256532099,0.4647231720437686,10.0
2024-03-04,Bishan,192.5,190.8,165.2,174.1,218.5,17,191.64999999999998,180.65,722.6,10,0.9350162426854148,0.35460488704253557,22.0
2024-03-11,Bishan,218.4,192.5,190.8,165.2,174.1,14,205.45,191.725,766.9,11,0.970941817426052,0.23931566428755804,17.0
2024-03-18,Bishan,136.2,218.4,192.5,190.8,165.2,12,177.29999999999995,184.47500000000002,737.9000000000001,12,0.992708874098054,0.120536680255323,14.0
2024-03-25,Bishan,223.7,136.2,218.4,192.5,190.8,13,179.94999999999996,192.7,770.8,13,1.0,-1.6081226496766364e-16,12.0
2024-04-01,Bishan,201.8,223.7,136.2,218.4,192.5,9,212.74999999999997,195.025,780.1,14,0.992708874098054,-0.12053668025532288,13.0
2024-04-08,Bishan,254.3,201.8,223.7,136.2,218.4,22,228.04999999999998,204.0,816.0,15,0.9709418174260521,-0.2393156642875575,9.0
2024-04-15,Bishan,191.9,254.3,201.8,223.7,136.2,21,223.09999999999997,217.925,871.7,16,0.9350162426854148,-0.35460488704253545,22.0
2024-04-22,Bishan,179.5,191.9,254.3,201.8,223.7,11,185.7,206.875,827.5,17,0.8854560256532099,-0.4647231720437685,21.0
2024-04-29,Bishan,170.9,179.5,191.9,254.3,201.8,19,175.2,199.15,796.6,18,0.8229838658936565,-0.5680647467311557,11.0
2024-05-06,Bishan,203.2,170.9,179.5,191.9,254.3,16,187.04999999999995,186.375,745.5,19,0.7485107481711013,-0.663122658240795,19.0
2024-05-13,Bishan,239.2,203.2,170.9,179.5,191.9,18,221.19999999999996,198.2,792.8,20,0.6631226582407952,-0.7485107481711012,16.0
2024-05-20,Bishan,183.5,239.2,203.2,170.9,179.5,6,211.34999999999997,199.2,796.8,21,0.5680647467311558,-0.8229838658936564,18.0
2024-05-27,Bishan,177.8,183.5,239.2,203.2,170.9,12,180.64999999999998,200.92499999999998,803.6999999999999,22,0.46472317204376906,-0.8854560256532096,6.0
2024-06-03,Bishan,71.9,177.8,183.5,239.2,203.2,10,124.84999999999998,168.10000000000002,672.4000000000001,23,0.35460488704253584,-0.9350162426854147,12.0
2024-06-10,Bishan,88.2,71.9,177.8,183.5,239.2,7,80.04999999999998,130.35,521.4,24,0.23931566428755768,-0.970941817426052,10.0
2024-06-17,Bishan,141.8,88.2,71.9,177.8,183.5,13,114.99999999999999,119.925,479.7,25,0.12053668025532308,-0.992708874098054,7.0
2024-06-24,Bishan,151.7,141.8,88.2,71.9,177.8,11,146.74999999999997,113.39999999999999,453.59999999999997,26,-3.216245299353273e-16,-1.0,13.0
2024-07-01,Bishan,121.4,151.7,141.8,88.2,71.9,10,136.54999999999995,125.775,503.1,27,-0.12053668025532283,-0.992708874098054,11.0
2024-07-08,Bishan,90.2,121.4,151.7,141.8,88.2,8,105.79999999999998,126.275,505.1,28,-0.23931566428755743,-0.9709418174260521,10.0
2024-07-15,Bishan,136.4,90.2,121.4,151.7,141.8,8,113.29999999999997,124.925,499.7,29,-0.3546048870425356,-0.9350162426854148,8.0
2024-07-22,Bishan,154.7,136.4,90.2,121.4,151.7,7,145.54999999999995,125.675,502.7,30,-0.46472317204376806,-0.8854560256532101,8.0
2024-07-29,Bishan,112.8,154.7,136.4,90.2,121.4,9,133.74999999999997,123.52499999999999,494.09999999999997,31,-0.5680647467311556,-0.8229838658936565,7.0
2024-08-05,Bishan,134.2,112.8,154.7,136.4,90.2,8,123.49999999999997,134.52499999999998,538.0999999999999,32,-0.663122658240795,-0.7485107481711013,9.0
2024-08-12,Bishan,188.7,134.2,112.8,154.7,136.4,7,161.44999999999996,147.6,590.4,33,-0.7485107481711011,-0.6631226582407952,8.0
2024-08-19,Bishan,57.0,188.7,134.2,112.8,154.7,7,122.84999999999997,123.175,492.7,34,-0.8229838658936564,-0.5680647467311559,7.0
2024-08-26,Bishan,85.6,57.0,188.7,134.2,112.8,3,71.29999999999997,116.375,465.5,35,-0.8854560256532096,-0.4647231720437691,7.0
2024-09-02,Bishan,120.1,85.6,57.0,188.7,134.2,5,102.84999999999997,112.85,451.4,36,-0.9350162426854147,-0.3546048870425359,3.0
2024-09-09,Bishan,179.7,120.1,85.6,57.0,188.7,3,149.89999999999998,110.6,442.4,37,-0.970941817426052,-0.23931566428755774,5.0
2024-09-16,Bishan,165.3,179.7,120.1,85.6,57.0,5,172.49999999999997,137.675,550.7,38,-0.992708874098054,-0.12053668025532357,3.0
2024-09-23,Bishan,197.2,165.3,179.7,120.1,85.6,11,181.24999999999997,165.575,662.3,39,-1.0,-1.8369701987210297e-16,5.0
2024-09-30,Bishan,193.5,197.2,165.3,179.7,120.1,10,195.34999999999997,183.925,735.7,40,-0.992708874098054,0.1205366802553232,11.0
2024-10-07,Bishan,208.7,193.5,197.2,165.3,179.7,15,201.09999999999997,191.175,764.7,41,-0.9709418174260521,0.23931566428755738,10.0
2024-10-14,Bishan,98.6,208.7,193.5,197.2,165.3,14,153.64999999999998,174.5,698.0,42,-0.9350162426854148,0.35460488704253557,15.0
2024-10-21,Bishan,192.4,98.6,208.7,193.5,197.2,9,145.49999999999997,173.3,693.2,43,-0.8854560256532101,0.464723172043768,14.0
2024-10-28,Bishan,103.4,192.4,98.6,208.7,193.5,14,147.89999999999998,150.775,603.1,44,-0.822983865893657,0.5680647467311548,9.0
2024-11-04,Bishan,218.4,103.4,192.4,98.6,208.7,1,160.89999999999998,153.2,612.8,45,-0.7485107481711011,0.6631226582407952,14.0
2024-11-11,Bishan,344.1,218.4,103.4,192.4,98.6,10,281.25,214.575,858.3,46,-0.6631226582407955,0.7485107481711007,1.0
2024-11-18,Bishan,180.8,344.1,218.4,103.4,192.4,14,262.45000000000005,211.675,846.7,47,-0.5680647467311559,0.8229838658936564,10.0
2024-11-25,Bishan,339.0,180.8,344.1,218.4,103.4,18,259.9,270.57500000000005,1082.3000000000002,48,-0.4647231720437684,0.88545602565321,14.0
2024-12-02,Bishan,207.6,339.0,180.8,344.1,218.4,18,273.3,267.875,1071.5,49,-0.35460488704253595,0.9350162426854147,18.0
2024-12-09,Bishan,200.3,207.6,339.0,180.8,344.1,10,203.95,231.925,927.7,50,-0.2393156642875578,0.970941817426052,18.0
2024-12-16,Bishan,219.3,200.3,207.6,339.0,180.8,15,209.8,241.55,966.2,51,-0.12053668025532363,0.992708874098054,10.0
2024-12-23,Bishan,192.7,219.3,200.3,207.6,339.0,9,206.0,204.975,819.9,52,6.432490598706546e-16,1.0,15.0
2022-01-31,Bukit Batok,181.7,104.8,146.3,122.1,199.6,11,143.25,138.725,554.9,5,0.5680647467311558,0.8229838658936564,4.0
2022-02-07,Bukit Batok,138.5,181.7,104.8,146.3,122.1,18,160.1,142.825,571.3,6,0.6631226582407952,0.7485107481711011,11.0
2022-02-14,Bukit Batok,79.4,138.5,181.7,104.8,146.3,9,108.95,126.1,504.4,7,0.7485107481711011,0.6631226582407953,18.0
2022-02-21,Bukit Batok,129.0,79.4,138.5,181.7,104.8,11,104.2,132.15,528.6,8,0.8229838658936564,0.5680647467311559,9.0
2022-02-28,Bukit Batok,147.5,129.0,79.4,138.5,181.7,12,138.25,123.6,494.4,9,0.8854560256532099,0.4647231720437686,11.0
2022-03-07,Bukit Batok,58.5,147.5,129.0,79.4,138.5,11,103.0,103.6,414.4,10,0.9350162426854148,0.35460488704253557,12.0
2022-03-14,Bukit Batok,97.5,58.5,147.5,129.0,79.4,7,78.0,108.125,432.5,11,0.970941817426052,0.23931566428755804,11.0
2022-03-21,Bukit Batok,161.6,97.5,58.5,147.5,129.0,11,129.55,116.275,465.1,12,0.992708874098054,0.120536680255323,7.0
2022-03-28,Bukit Batok,170.2,161.6,97.5,58.5,147.5,6,165.89999999999998,121.95,487.8,13,1.0,-1.6081226496766364e-16,11.0
2022-04-04,Bukit Batok,180.5,170.2,161.6,97.5,58.5,9,175.35,152.45,609.8,14,0.992708874098054,-0.12053668025532288,6.0
2022-04-11,Bukit Batok,231.0,180.5,170.2,161.6,97.5,10,205.75,185.825,743.3,15,0.9709418174260521,-0.2393156642875575,9.0
2022-04-18,Bukit Batok,165.7,231.0,180.5,170.2,161.6,4,198.35,186.85000000000002,747.4000000000001,16,0.9350162426854148,-0.35460488704253545,10.0
2022-04-25,Bukit Batok,167.5,165.7,231.0,180.5,170.2,11,166.6,186.175,744.7,17,0.8854560256532099,-0.4647231720437685,4.0
2022-05-02,Bukit Batok,138.3,167.5,165.7,231.0,180.5,8,152.9,175.625,702.5,18,0.8229838658936565,-0.5680647467311557,11.0
2022-05-09,Bukit Batok,132.8,138.3,167.5,165.7,231.0,5,135.55,151.075,604.3,19,0.7485107481711013,-0.663122658240795,8.0
2022-05-16,Bukit Batok,163.3,132.8,138.3,167.5,165.7,4,148.05,150.47500000000002,601.9000000000001,20,0.6631226582407952,-0.7485107481711012,5.0
2022-05-23,Bukit Batok,167.8,163.3,132.8,138.3,167.5,4,165.55,150.55,602.2,21,0.5680647467311558,-0.8229838658936564,4.0
2022-05-30,Bukit Batok,186.5,167.8,163.3,132.8,138.3,6,177.15,162.60000000000002,650.4000000000001,22,0.46472317204376906,-0.8854560256532096,4.0
2022-06-06,Bukit Batok,112.4,186.5,167.8,163.3,132.8,15,149.45,157.50000000000003,630.0000000000001,23,0.35460488704253584,-0.9350162426854147,6.0
2022-06-13,Bukit Batok,69.1,112.4,186.5,167.8,163.3,9,90.75,133.95,535.8,24,0.23931566428755768,-0.970941817426052,15.0
2022-06-20,Bukit Batok,68.2,69.1,112.4,186.5,167.8,11,68.65,109.05,436.2,25,0.12053668025532308,-0.992708874098054,9.0
2022-06-27,Bukit Batok,72.6,68.2,69.1,112.4,186.5,13,70.4,80.575,322.3,26,-3.216245299353273e-16,-1.0,11.0
2022-07-04,Bukit Batok,76.1,72.6,68.2,69.1,112.4,11,74.35,71.5,286.0,27,-0.12053668025532283,-0.992708874098054,13.0
2022-07-11,Bukit Batok,120.5,76.1,72.6,68.2,69.1,1,98.3,84.35,337.4,28,-0.23931566428755743,-0.9709418174260521,11.0
2022-07-18,Bukit Batok,71.2,120.5,76.1,72.6,68.2,5,95.85,85.1,340.4,29,-0.3546048870425356,-0.9350162426854148,1.0
2022-07-25,Bukit Batok,162.1,71.2,120.5,76.1,72.6,2,116.65,107.475,429.9,30,-0.46472317204376806,-0.8854560256532101,5.0
2022-08-01,Bukit Batok,59.1,162.1,71.2,120.5,76.1,4,110.60000000000001,103.22500000000001,412.90000000000003,31,-0.5680647467311556,-0.8229838658936565,2.0
2022-08-08,Bukit Batok,142.5,59.1,162.1,71.2,120.5,1,100.8,108.725,434.9,32,-0.663122658240795,-0.7485107481711013,4.0
2022-08-15,Bukit Batok,60.6,142.5,59.1,162.1,71.2,5,101.55,106.07499999999999,424.29999999999995,33,-0.7485107481711011,-0.6631226582407952,1.0
2022-08-22,Bukit Batok,99.3,60.6,142.5,59.1,162.1,5,79.95,90.375,361.5,34,-0.8229838658936564,-0.5680647467311559,5.0
2022-08-29,Bukit Batok,116.1,99.3,60.6,142.5,59.1,7,107.7,104.625,418.5,35,-0.8854560256532096,-0.4647231720437691,5.0
2022-09-05,Bukit Batok,185.8,116.1,99.3,60.6,142.5,8,150.95,115.44999999999999,461.79999999999995,36,-0.9350162426854147,-0.3546048870425359,7.0
2022-09-12,Bukit Batok,157.2,185.8,116.1,99.3,60.6,10,171.5,139.6,558.4,37,-0.970941817426052,-0.23931566428755774,8.0
2022-09-19,Bukit Batok,123.5,157.2,185.8,116.1,99.3,5,140.35,145.65,582.6,38,-0.992708874098054,-0.12053668025532357,10.0
2022-09-26,Bukit Batok,172.6,123.5,157.2,185.8,116.1,2,148.05,159.77499999999998,639.0999999999999,39,-1.0,-1.8369701987210297e-16,5.0
2022-10-03,Bukit Batok,149.7,172.6,123.5,157.2,185.8,7,161.14999999999998,150.75,603.0,40,-0.992708874098054,0.1205366802553232,2.0
2022-10-10,Bukit Batok,111.6,149.7,172.6,123.5,157.2,8,130.64999999999998,139.35,557.4,41,-0.9709418174260521,0.23931566428755738,7.0
2022-10-17,Bukit Batok,170.6,111.6,149.7,172.6,123.5,10,141.1,151.125,604.5,42,-0.9350162426854148,0.35460488704253557,8.0
2022-10-24,Bukit Batok,157.7,170.6,111.6,149.7,172.6,6,164.14999999999998,147.39999999999998,589.5999999999999,43,-0.8854560256532101,0.464723172043768,10.0
2022-10-31,Bukit Batok,106.0,157.7,170.6,111.6,149.7,12,131.85,136.475,545.9,44,-0.822983865893657,0.5680647467311548,6.0
2022-11-07,Bukit Batok,207.2,106.0,157.7,170.6,111.6,8,156.6,160.375,641.5,45,-0.7485107481711011,0.6631226582407952,12.0
2022-11-14,Bukit Batok,224.8,207.2,106.0,157.7,170.6,3,216.0,173.925,695.7,46,-0.6631226582407955,0.7485107481711007,8.0
2022-11-21,Bukit Batok,147.5,224.8,207.2,106.0,157.7,12,186.15,171.375,685.5,47,-0.5680647467311559,0.8229838658936564,3.0
2022-11-28,Bukit Batok,121.7,147.5,224.8,207.2,106.0,9,134.6,175.29999999999998,701.1999999999999,48,-0.4647231720437684,0.88545602565321,12.0
2022-12-05,Bukit Batok,143.8,121.7,147.5,224.8,207.2,13,132.75,159.45,637.8,49,-0.35460488704253595,0.9350162426854147,9.0
2022-12-12,Bukit Batok,240.2,143.8,121.7,147.5,224.8,9,192.0,163.3,653.2,50,-0.2393156642875578,0.970941817426052,13.0
2022-12-19,Bukit Batok,141.5,240.2,143.8,121.7,147.5,7,190.85,161.8,647.2,51,-0.12053668025532363,0.992708874098054,9.0
2022-12-26,Bukit Batok,158.3,141.5,240.2,143.8,121.7,11,149.9,170.95,683.8,52,6.432490598706546e-16,1.0,7.0
2023-01-02,Bukit Batok,239.1,158.3,141.5,240.2,143.8,11,198.7,194.775,779.1,1,0.12053668025532305,0.992708874098054,11.0
2023-01-09,Bukit Batok,208.6,239.1,158.3,141.5,240.2,9,223.85,186.875,747.5,2,0.23931566428755774,0.970941817426052,11.0
2023-01-16,Bukit Batok,193.7,208.6,239.1,158.3,141.5,8,201.14999999999998,199.925,799.7,3,0.3546048870425356,0.9350162426854148,9.0
2023-01-23,Bukit Batok,269.5,193.7,208.6,239.1,158.3,16,231.59999999999997,227.725,910.9,4,0.4647231720437685,0.8854560256532099,8.0
2023-01-30,Bukit Batok,202.7,269.5,193.7,208.6,239.1,8,236.09999999999997,218.625,874.5,5,0.5680647467311558,0.8229838658936564,16.0
2023-02-06,Bukit Batok,88.4,202.7,269.5,193.7,208.6,20,145.54999999999995,188.57500000000002,754.3000000000001,6,0.6631226582407952,0.7485107481711011,8.0
2023-02-13,Bukit Batok,161.3,88.4,202.7,269.5,193.7,14,124.84999999999998,180.475,721.9,7,0.7485107481711011,0.6631226582407953,20.0
2023-02-20,Bukit Batok,181.8,161.3,88.4,202.7,269.5,9,171.54999999999998,158.55,634.2,8,0.8229838658936564,0.5680647467311559,14.0
2023-02-27,Bukit Batok,162.1,181.8,161.3,88.4,202.7,12,171.95,148.4,593.6,9,0.8854560256532099,0.4647231720437686,9.0
2023-03-06,Bukit Batok,160.7,162.1,181.8,161.3,88.4,13,161.39999999999998,166.47500000000002,665.9000000000001,10,0.9350162426854148,0.35460488704253557,12.0
2023-03-13,Bukit Batok,147.6,160.7,162.1,181.8,161.3,11,154.14999999999998,163.04999999999998,652.1999999999999,11,0.970941817426052,0.23931566428755804,13.0
2023-03-20,Bukit Batok,162.3,147.6,160.7,162.1,181.8,16,154.95,158.175,632.7,12,0.992708874098054,0.120536680255323,11.0
2023-03-27,Bukit Batok,136.7,162.3,147.6,160.7,162.1,7,149.49999999999997,151.825,607.3,13,1.0,-1.6081226496766364e-16,16.0
2023-04-03,Bukit Batok,192.4,136.7,162.3,147.6,160.7,14,164.54999999999995,159.75,639.0,14,0.992708874098054,-0.12053668025532288,7.0
2023-04-10,Bukit Batok,129.9,192.4,136.7,162.3,147.6,9,161.14999999999998,155.325,621.3,15,0.9709418174260521,-0.2393156642875575,14.0
2023-04-17,Bukit Batok,145.9,129.9,192.4,136.7,162.3,9,137.89999999999998,151.22500000000002,604.9000000000001,16,0.9350162426854148,-0.35460488704253545,9.0
2023-04-24,Bukit Batok,154.1,145.9,129.9,192.4,136.7,16,149.99999999999997,155.575,622.3,17,0.8854560256532099,-0.4647231720437685,9.0
2023-05-01,Bukit Batok,136.2,154.1,145.9,129.9,192.4,9,145.14999999999998,141.525,566.1,18,0.8229838658936565,-0.5680647467311557,16.0
2023-05-08,Bukit Batok,197.2,136.2,154.1,145.9,129.9,19,166.69999999999996,158.35,633.4,19,0.7485107481711013,-0.663122658240795,9.0
2023-05-15,Bukit Batok,150.2,197.2,136.2,154.1,145.9,10,173.69999999999996,159.42499999999998,637.6999999999999,20,0.6631226582407952,-0.7485107481711012,19.0
2023-05-22,Bukit Batok,130.1,150.2,197.2,136.2,154.1,9,140.14999999999998,153.42499999999998,613.6999999999999,21,0.5680647467311558,-0.8229838658936564,10.0
2023-05-29,Bukit Batok,169.3,130.1,150.2,197.2,136.2,7,149.7,161.7,646.8,22,0.46472317204376906,-0.8854560256532096,9.0
2023-06-05,Bukit Batok,119.7,169.3,130.1,150.2,197.2,8,144.49999999999997,142.325,569.3,23,0.35460488704253584,-0.9350162426854147,7.0
2023-06-12,Bukit Batok,113.7,119.7,169.3,130.1,150.2,8,116.69999999999997,133.20000000000002,532.8000000000001,24,0.23931566428755768,-0.970941817426052,8.0
2023-06-19,Bukit Batok,106.3,113.7,119.7,169.3,130.1,8,109.99999999999997,127.25,509.0,25,0.12053668025532308,-0.992708874098054,8.0
2023-06-26,Bukit Batok,158.5,106.3,113.7,119.7,169.3,12,132.39999999999998,124.55,498.2,26,-3.216245299353273e-16,-1.0,8.0
2023-07-03,Bukit Batok,101.4,158.5,106.3,113.7,119.7,8,129.95,119.975,479.9,27,-0.12053668025532283,-0.992708874098054,12.0
2023-07-10,Bukit Batok,169.1,101.4,158.5,106.3,113.7,0,135.24999999999997,133.825,535.3,28,-0.23931566428755743,-0.9709418174260521,8.0
